location,date,vaccine,total_vaccinations
Argentina,2021-04-24,Sinopharm/Beijing,1878226
Argentina,2021-04-24,Sputnik V,4327760
Argentina,2021-04-25,CanSino,6
Argentina,2021-04-25,Moderna,4
Argentina,2021-04-25,Oxford/AstraZeneca,1357500
Argentina,2021-04-25,Pfizer/BioNTech,5
Argentina,2021-04-25,Sinopharm/Beijing,1878599
Argentina,2021-04-25,Sputnik V,4344234
Argentina,2021-04-26,CanSino,6
Argentina,2021-04-26,Moderna,4
Argentina,2021-04-26,Oxford/AstraZeneca,1430566
Argentina,2021-04-26,Pfizer/BioNTech,5
Argentina,2021-04-26,Sinopharm/Beijing,1886158
Argentina,2021-04-26,Sputnik V,4435662
Argentina,2021-04-27,CanSino,6
Argentina,2021-04-27,Moderna,4
Argentina,2021-04-27,Oxford/AstraZeneca,1489637
Argentina,2021-04-27,Pfizer/BioNTech,5
Argentina,2021-04-27,Sinopharm/Beijing,1893503
Argentina,2021-04-27,Sputnik V,4522906
Argentina,2021-04-28,CanSino,6
Argentina,2021-04-28,Moderna,4
Argentina,2021-04-28,Oxford/AstraZeneca,1541727
Argentina,2021-04-28,Pfizer/BioNTech,5
Argentina,2021-04-28,Sinopharm/Beijing,1921440
Argentina,2021-04-28,Sputnik V,4601813
Argentina,2021-04-29,CanSino,6
Argentina,2021-04-29,Moderna,4
Argentina,2021-04-29,Oxford/AstraZeneca,1580412
Argentina,2021-04-29,Pfizer/BioNTech,5
Argentina,2021-04-29,Sinopharm/Beijing,1961541
Argentina,2021-04-29,Sputnik V,4679189
Argentina,2021-04-30,CanSino,6
Argentina,2021-04-30,Moderna,4
Argentina,2021-04-30,Oxford/AstraZeneca,1610924
Argentina,2021-04-30,Pfizer/BioNTech,5
Argentina,2021-04-30,Sinopharm/Beijing,1997674
Argentina,2021-04-30,Sputnik V,4727419
Argentina,2021-05-01,CanSino,6
Argentina,2021-05-01,Moderna,4
Argentina,2021-05-01,Oxford/AstraZeneca,1616176
Argentina,2021-05-01,Pfizer/BioNTech,5
Argentina,2021-05-01,Sinopharm/Beijing,2001380
Argentina,2021-05-01,Sputnik V,4738752
Argentina,2021-05-02,CanSino,6
Argentina,2021-05-02,Moderna,4
Argentina,2021-05-02,Oxford/AstraZeneca,1622762
Argentina,2021-05-02,Pfizer/BioNTech,5
Argentina,2021-05-02,Sinopharm/Beijing,2015504
Argentina,2021-05-02,Sputnik V,4758201
Argentina,2021-05-03,CanSino,6
Argentina,2021-05-03,Moderna,4
Argentina,2021-05-03,Oxford/AstraZeneca,1646356
Argentina,2021-05-03,Pfizer/BioNTech,6
Argentina,2021-05-03,Sinopharm/Beijing,2089420
Argentina,2021-05-03,Sputnik V,4835307
Argentina,2021-05-04,CanSino,6
Argentina,2021-05-04,Moderna,4
Argentina,2021-05-04,Oxford/AstraZeneca,1669940
Argentina,2021-05-04,Pfizer/BioNTech,6
Argentina,2021-05-04,Sinopharm/Beijing,2183480
Argentina,2021-05-04,Sputnik V,4949627
Argentina,2021-05-05,CanSino,6
Argentina,2021-05-05,Moderna,4
Argentina,2021-05-05,Oxford/AstraZeneca,1694803
Argentina,2021-05-05,Pfizer/BioNTech,6
Argentina,2021-05-05,Sinopharm/Beijing,2261973
Argentina,2021-05-05,Sputnik V,5091102
Argentina,2021-05-06,CanSino,6
Argentina,2021-05-06,Moderna,4
Argentina,2021-05-06,Oxford/AstraZeneca,1712618
Argentina,2021-05-06,Pfizer/BioNTech,6
Argentina,2021-05-06,Sinopharm/Beijing,2326498
Argentina,2021-05-06,Sputnik V,5211472
Argentina,2021-05-07,CanSino,7
Argentina,2021-05-07,Moderna,4
Argentina,2021-05-07,Oxford/AstraZeneca,1726562
Argentina,2021-05-07,Pfizer/BioNTech,6
Argentina,2021-05-07,Sinopharm/Beijing,2422526
Argentina,2021-05-07,Sputnik V,5306749
Argentina,2021-05-08,CanSino,7
Argentina,2021-05-08,Moderna,4
Argentina,2021-05-08,Oxford/AstraZeneca,1730617
Argentina,2021-05-08,Pfizer/BioNTech,6
Argentina,2021-05-08,Sinopharm/Beijing,2464133
Argentina,2021-05-08,Sputnik V,5335347
Argentina,2021-05-09,CanSino,7
Argentina,2021-05-09,Moderna,4
Argentina,2021-05-09,Oxford/AstraZeneca,1732351
Argentina,2021-05-09,Pfizer/BioNTech,6
Argentina,2021-05-09,Sinopharm/Beijing,2467626
Argentina,2021-05-09,Sputnik V,5348807
Argentina,2021-05-10,CanSino,7
Argentina,2021-05-10,Moderna,4
Argentina,2021-05-10,Oxford/AstraZeneca,1742243
Argentina,2021-05-10,Pfizer/BioNTech,6
Argentina,2021-05-10,Sinopharm/Beijing,2531718
Argentina,2021-05-10,Sputnik V,5416395
Argentina,2021-05-11,CanSino,7
Argentina,2021-05-11,Moderna,5
Argentina,2021-05-11,Oxford/AstraZeneca,1750492
Argentina,2021-05-11,Pfizer/BioNTech,7
Argentina,2021-05-11,Sinopharm/Beijing,2596485
Argentina,2021-05-11,Sputnik V,5483731
Argentina,2021-05-12,CanSino,7
Argentina,2021-05-12,Moderna,6
Argentina,2021-05-12,Oxford/AstraZeneca,1756267
Argentina,2021-05-12,Pfizer/BioNTech,7
Argentina,2021-05-12,Sinopharm/Beijing,2735777
Argentina,2021-05-12,Sputnik V,5536221
Argentina,2021-05-13,CanSino,7
Argentina,2021-05-13,Moderna,6
Argentina,2021-05-13,Oxford/AstraZeneca,1761948
Argentina,2021-05-13,Pfizer/BioNTech,7
Argentina,2021-05-13,Sinopharm/Beijing,2884406
Argentina,2021-05-13,Sputnik V,5573961
Argentina,2021-05-14,CanSino,7
Argentina,2021-05-14,Moderna,6
Argentina,2021-05-14,Oxford/AstraZeneca,1771129
Argentina,2021-05-14,Pfizer/BioNTech,7
Argentina,2021-05-14,Sinopharm/Beijing,3032656
Argentina,2021-05-14,Sputnik V,5612922
Argentina,2021-05-15,CanSino,7
Argentina,2021-05-15,Moderna,6
Argentina,2021-05-15,Oxford/AstraZeneca,1774196
Argentina,2021-05-15,Pfizer/BioNTech,7
Argentina,2021-05-15,Sinopharm/Beijing,3083083
Argentina,2021-05-15,Sputnik V,5654519
Argentina,2021-05-16,CanSino,7
Argentina,2021-05-16,Moderna,6
Argentina,2021-05-16,Oxford/AstraZeneca,1775667
Argentina,2021-05-16,Pfizer/BioNTech,7
Argentina,2021-05-16,Sinopharm/Beijing,3126391
Argentina,2021-05-16,Sputnik V,5677328
Argentina,2021-05-17,CanSino,7
Argentina,2021-05-17,Moderna,6
Argentina,2021-05-17,Oxford/AstraZeneca,1782963
Argentina,2021-05-17,Pfizer/BioNTech,7
Argentina,2021-05-17,Sinopharm/Beijing,3222067
Argentina,2021-05-17,Sputnik V,5761232
Argentina,2021-05-18,CanSino,7
Argentina,2021-05-18,Moderna,6
Argentina,2021-05-18,Oxford/AstraZeneca,1792736
Argentina,2021-05-18,Pfizer/BioNTech,7
Argentina,2021-05-18,Sinopharm/Beijing,3266982
Argentina,2021-05-18,Sputnik V,5904607
Argentina,2021-05-19,CanSino,7
Argentina,2021-05-19,Moderna,6
Argentina,2021-05-19,Oxford/AstraZeneca,1800068
Argentina,2021-05-19,Pfizer/BioNTech,8
Argentina,2021-05-19,Sinopharm/Beijing,3300270
Argentina,2021-05-19,Sputnik V,6031606
Argentina,2021-05-20,CanSino,7
Argentina,2021-05-20,Moderna,6
Argentina,2021-05-20,Oxford/AstraZeneca,1810548
Argentina,2021-05-20,Pfizer/BioNTech,8
Argentina,2021-05-20,Sinopharm/Beijing,3335483
Argentina,2021-05-20,Sputnik V,6168351
Argentina,2021-05-21,CanSino,7
Argentina,2021-05-21,Moderna,6
Argentina,2021-05-21,Oxford/AstraZeneca,1819723
Argentina,2021-05-21,Pfizer/BioNTech,8
Argentina,2021-05-21,Sinopharm/Beijing,3413635
Argentina,2021-05-21,Sputnik V,6258180
Argentina,2021-05-22,CanSino,7
Argentina,2021-05-22,Moderna,6
Argentina,2021-05-22,Oxford/AstraZeneca,1821244
Argentina,2021-05-22,Pfizer/BioNTech,8
Argentina,2021-05-22,Sinopharm/Beijing,3457606
Argentina,2021-05-22,Sputnik V,6313103
Argentina,2021-05-23,CanSino,7
Argentina,2021-05-23,Moderna,6
Argentina,2021-05-23,Oxford/AstraZeneca,1821655
Argentina,2021-05-23,Pfizer/BioNTech,8
Argentina,2021-05-23,Sinopharm/Beijing,3480483
Argentina,2021-05-23,Sputnik V,6335063
Argentina,2021-05-24,CanSino,7
Argentina,2021-05-24,Moderna,6
Argentina,2021-05-24,Oxford/AstraZeneca,1822826
Argentina,2021-05-24,Pfizer/BioNTech,9
Argentina,2021-05-24,Sinopharm/Beijing,3499957
Argentina,2021-05-24,Sputnik V,6402752
Argentina,2021-05-25,CanSino,7
Argentina,2021-05-25,Moderna,6
Argentina,2021-05-25,Oxford/AstraZeneca,1844892
Argentina,2021-05-25,Pfizer/BioNTech,9
Argentina,2021-05-25,Sinopharm/Beijing,3503132
Argentina,2021-05-25,Sputnik V,6440900
Argentina,2021-05-26,CanSino,7
Argentina,2021-05-26,Moderna,6
Argentina,2021-05-26,Oxford/AstraZeneca,1871674
Argentina,2021-05-26,Pfizer/BioNTech,9
Argentina,2021-05-26,Sinopharm/Beijing,3536648
Argentina,2021-05-26,Sputnik V,6533560
Argentina,2021-05-27,CanSino,7
Argentina,2021-05-27,Moderna,6
Argentina,2021-05-27,Oxford/AstraZeneca,1917059
Argentina,2021-05-27,Pfizer/BioNTech,9
Argentina,2021-05-27,Sinopharm/Beijing,3569853
Argentina,2021-05-27,Sputnik V,6624250
Argentina,2021-05-28,CanSino,7
Argentina,2021-05-28,Moderna,6
Argentina,2021-05-28,Oxford/AstraZeneca,2009305
Argentina,2021-05-28,Pfizer/BioNTech,9
Argentina,2021-05-28,Sinopharm/Beijing,3598690
Argentina,2021-05-28,Sputnik V,6749052
Argentina,2021-05-29,CanSino,7
Argentina,2021-05-29,Moderna,6
Argentina,2021-05-29,Oxford/AstraZeneca,2119161
Argentina,2021-05-29,Pfizer/BioNTech,9
Argentina,2021-05-29,Sinopharm/Beijing,3608582
Argentina,2021-05-29,Sputnik V,6856704
Argentina,2021-05-30,CanSino,7
Argentina,2021-05-30,Moderna,6
Argentina,2021-05-30,Oxford/AstraZeneca,2178259
Argentina,2021-05-30,Pfizer/BioNTech,9
Argentina,2021-05-30,Sinopharm/Beijing,3610197
Argentina,2021-05-30,Sputnik V,6924801
Argentina,2021-05-31,CanSino,7
Argentina,2021-05-31,Moderna,6
Argentina,2021-05-31,Oxford/AstraZeneca,2305351
Argentina,2021-05-31,Pfizer/BioNTech,9
Argentina,2021-05-31,Sinopharm/Beijing,3627084
Argentina,2021-05-31,Sputnik V,7079686
Argentina,2021-06-01,CanSino,7
Argentina,2021-06-01,Moderna,6
Argentina,2021-06-01,Oxford/AstraZeneca,2454311
Argentina,2021-06-01,Pfizer/BioNTech,9
Argentina,2021-06-01,Sinopharm/Beijing,3640611
Argentina,2021-06-01,Sputnik V,7231916
Argentina,2021-06-02,CanSino,8
Argentina,2021-06-02,Moderna,6
Argentina,2021-06-02,Oxford/AstraZeneca,2617716
Argentina,2021-06-02,Pfizer/BioNTech,9
Argentina,2021-06-02,Sinopharm/Beijing,3653727
Argentina,2021-06-02,Sputnik V,7364539
Argentina,2021-06-03,CanSino,8
Argentina,2021-06-03,Moderna,6
Argentina,2021-06-03,Oxford/AstraZeneca,2840474
Argentina,2021-06-03,Pfizer/BioNTech,9
Argentina,2021-06-03,Sinopharm/Beijing,3665902
Argentina,2021-06-03,Sputnik V,7479055
Argentina,2021-06-04,CanSino,8
Argentina,2021-06-04,Moderna,6
Argentina,2021-06-04,Oxford/AstraZeneca,3145353
Argentina,2021-06-04,Pfizer/BioNTech,9
Argentina,2021-06-04,Sinopharm/Beijing,3681724
Argentina,2021-06-04,Sputnik V,7566282
Argentina,2021-06-05,CanSino,8
Argentina,2021-06-05,Moderna,6
Argentina,2021-06-05,Oxford/AstraZeneca,3422994
Argentina,2021-06-05,Pfizer/BioNTech,9
Argentina,2021-06-05,Sinopharm/Beijing,3686393
Argentina,2021-06-05,Sputnik V,7610675
Argentina,2021-06-06,CanSino,8
Argentina,2021-06-06,Moderna,6
Argentina,2021-06-06,Oxford/AstraZeneca,3610788
Argentina,2021-06-06,Pfizer/BioNTech,9
Argentina,2021-06-06,Sinopharm/Beijing,3688423
Argentina,2021-06-06,Sputnik V,7638111
Argentina,2021-06-07,CanSino,8
Argentina,2021-06-07,Moderna,6
Argentina,2021-06-07,Oxford/AstraZeneca,3890058
Argentina,2021-06-07,Pfizer/BioNTech,9
Argentina,2021-06-07,Sinopharm/Beijing,3697754
Argentina,2021-06-07,Sputnik V,7702452
Argentina,2021-06-08,CanSino,8
Argentina,2021-06-08,Moderna,6
Argentina,2021-06-08,Oxford/AstraZeneca,4167365
Argentina,2021-06-08,Pfizer/BioNTech,9
Argentina,2021-06-08,Sinopharm/Beijing,3705805
Argentina,2021-06-08,Sputnik V,7786791
Argentina,2021-06-09,CanSino,8
Argentina,2021-06-09,Moderna,7
Argentina,2021-06-09,Oxford/AstraZeneca,4426290
Argentina,2021-06-09,Pfizer/BioNTech,9
Argentina,2021-06-09,Sinopharm/Beijing,3712583
Argentina,2021-06-09,Sputnik V,7893279
Argentina,2021-06-10,CanSino,8
Argentina,2021-06-10,Moderna,7
Argentina,2021-06-10,Oxford/AstraZeneca,4650071
Argentina,2021-06-10,Pfizer/BioNTech,9
Argentina,2021-06-10,Sinopharm/Beijing,3718597
Argentina,2021-06-10,Sputnik V,7998339
Argentina,2021-06-11,CanSino,8
Argentina,2021-06-11,Moderna,7
Argentina,2021-06-11,Oxford/AstraZeneca,4834148
Argentina,2021-06-11,Pfizer/BioNTech,9
Argentina,2021-06-11,Sinopharm/Beijing,3729307
Argentina,2021-06-11,Sputnik V,8170164
Argentina,2021-06-12,CanSino,8
Argentina,2021-06-12,Moderna,7
Argentina,2021-06-12,Oxford/AstraZeneca,4900100
Argentina,2021-06-12,Pfizer/BioNTech,9
Argentina,2021-06-12,Sinopharm/Beijing,3741374
Argentina,2021-06-12,Sputnik V,8277125
Argentina,2021-06-13,CanSino,8
Argentina,2021-06-13,Moderna,7
Argentina,2021-06-13,Oxford/AstraZeneca,4944739
Argentina,2021-06-13,Pfizer/BioNTech,9
Argentina,2021-06-13,Sinopharm/Beijing,3743193
Argentina,2021-06-13,Sputnik V,8313301
Argentina,2021-06-14,CanSino,8
Argentina,2021-06-14,Moderna,7
Argentina,2021-06-14,Oxford/AstraZeneca,5071506
Argentina,2021-06-14,Pfizer/BioNTech,9
Argentina,2021-06-14,Sinopharm/Beijing,3753799
Argentina,2021-06-14,Sputnik V,8413753
Argentina,2021-06-15,CanSino,8
Argentina,2021-06-15,Moderna,7
Argentina,2021-06-15,Oxford/AstraZeneca,5200686
Argentina,2021-06-15,Pfizer/BioNTech,9
Argentina,2021-06-15,Sinopharm/Beijing,3759563
Argentina,2021-06-15,Sputnik V,8536342
Argentina,2021-06-16,CanSino,8
Argentina,2021-06-16,Moderna,7
Argentina,2021-06-16,Oxford/AstraZeneca,5386039
Argentina,2021-06-16,Pfizer/BioNTech,9
Argentina,2021-06-16,Sinopharm/Beijing,3764342
Argentina,2021-06-16,Sputnik V,8632884
Argentina,2021-06-17,CanSino,8
Argentina,2021-06-17,Moderna,7
Argentina,2021-06-17,Oxford/AstraZeneca,5615035
Argentina,2021-06-17,Pfizer/BioNTech,9
Argentina,2021-06-17,Sinopharm/Beijing,3770659
Argentina,2021-06-17,Sputnik V,8711808
Argentina,2021-06-18,CanSino,8
Argentina,2021-06-18,Moderna,8
Argentina,2021-06-18,Oxford/AstraZeneca,5939505
Argentina,2021-06-18,Pfizer/BioNTech,11
Argentina,2021-06-18,Sinopharm/Beijing,3776531
Argentina,2021-06-18,Sputnik V,8780440
Argentina,2021-06-19,CanSino,8
Argentina,2021-06-19,Moderna,8
Argentina,2021-06-19,Oxford/AstraZeneca,6125948
Argentina,2021-06-19,Pfizer/BioNTech,11
Argentina,2021-06-19,Sinopharm/Beijing,3779095
Argentina,2021-06-19,Sputnik V,8823931
Argentina,2021-06-20,CanSino,8
Argentina,2021-06-20,Moderna,8
Argentina,2021-06-20,Oxford/AstraZeneca,6203890
Argentina,2021-06-20,Pfizer/BioNTech,11
Argentina,2021-06-20,Sinopharm/Beijing,3779380
Argentina,2021-06-20,Sputnik V,8844893
Argentina,2021-06-21,CanSino,8
Argentina,2021-06-21,Moderna,8
Argentina,2021-06-21,Oxford/AstraZeneca,6342114
Argentina,2021-06-21,Pfizer/BioNTech,11
Argentina,2021-06-21,Sinopharm/Beijing,3780662
Argentina,2021-06-21,Sputnik V,8874992
Argentina,2021-06-22,CanSino,8
Argentina,2021-06-22,Moderna,8
Argentina,2021-06-22,Oxford/AstraZeneca,6569279
Argentina,2021-06-22,Pfizer/BioNTech,12
Argentina,2021-06-22,Sinopharm/Beijing,3786590
Argentina,2021-06-22,Sputnik V,8929418
Argentina,2021-06-23,CanSino,8
Argentina,2021-06-23,Moderna,8
Argentina,2021-06-23,Oxford/AstraZeneca,6762937
Argentina,2021-06-23,Pfizer/BioNTech,12
Argentina,2021-06-23,Sinopharm/Beijing,3810911
Argentina,2021-06-23,Sputnik V,8974360
Argentina,2021-06-24,CanSino,8
Argentina,2021-06-24,Moderna,8
Argentina,2021-06-24,Oxford/AstraZeneca,6937948
Argentina,2021-06-24,Pfizer/BioNTech,12
Argentina,2021-06-24,Sinopharm/Beijing,3884024
Argentina,2021-06-24,Sputnik V,9030589
Argentina,2021-06-25,CanSino,9
Argentina,2021-06-25,Moderna,8
Argentina,2021-06-25,Oxford/AstraZeneca,7157302
Argentina,2021-06-25,Pfizer/BioNTech,12
Argentina,2021-06-25,Sinopharm/Beijing,3993803
Argentina,2021-06-25,Sputnik V,9077899
Argentina,2021-06-26,CanSino,9
Argentina,2021-06-26,Moderna,8
Argentina,2021-06-26,Oxford/AstraZeneca,7350353
Argentina,2021-06-26,Pfizer/BioNTech,12
Argentina,2021-06-26,Sinopharm/Beijing,4085439
Argentina,2021-06-26,Sputnik V,9109156
Argentina,2021-06-27,CanSino,9
Argentina,2021-06-27,Moderna,8
Argentina,2021-06-27,Oxford/AstraZeneca,7449519
Argentina,2021-06-27,Pfizer/BioNTech,12
Argentina,2021-06-27,Sinopharm/Beijing,4143246
Argentina,2021-06-27,Sputnik V,9128304
Argentina,2021-06-28,CanSino,9
Argentina,2021-06-28,Moderna,8
Argentina,2021-06-28,Oxford/AstraZeneca,7615194
Argentina,2021-06-28,Pfizer/BioNTech,12
Argentina,2021-06-28,Sinopharm/Beijing,4322587
Argentina,2021-06-28,Sputnik V,9156130
Argentina,2021-06-29,CanSino,9
Argentina,2021-06-29,Moderna,8
Argentina,2021-06-29,Oxford/AstraZeneca,7792653
Argentina,2021-06-29,Pfizer/BioNTech,12
Argentina,2021-06-29,Sinopharm/Beijing,4495326
Argentina,2021-06-29,Sputnik V,9180174
Argentina,2021-06-30,CanSino,9
Argentina,2021-06-30,Moderna,8
Argentina,2021-06-30,Oxford/AstraZeneca,7999927
Argentina,2021-06-30,Pfizer/BioNTech,12
Argentina,2021-06-30,Sinopharm/Beijing,4645885
Argentina,2021-06-30,Sputnik V,9197843
Argentina,2021-07-01,CanSino,9
Argentina,2021-07-01,Moderna,8
Argentina,2021-07-01,Oxford/AstraZeneca,8312962
Argentina,2021-07-01,Pfizer/BioNTech,12
Argentina,2021-07-01,Sinopharm/Beijing,4748785
Argentina,2021-07-01,Sputnik V,9213615
Argentina,2021-07-02,CanSino,10
Argentina,2021-07-02,Moderna,8
Argentina,2021-07-02,Oxford/AstraZeneca,8580322
Argentina,2021-07-02,Pfizer/BioNTech,12
Argentina,2021-07-02,Sinopharm/Beijing,4861636
Argentina,2021-07-02,Sputnik V,9248814
Argentina,2021-07-03,CanSino,10
Argentina,2021-07-03,Moderna,8
Argentina,2021-07-03,Oxford/AstraZeneca,8744123
Argentina,2021-07-03,Pfizer/BioNTech,12
Argentina,2021-07-03,Sinopharm/Beijing,4934788
Argentina,2021-07-03,Sputnik V,9348337
Argentina,2021-07-04,CanSino,10
Argentina,2021-07-04,Moderna,8
Argentina,2021-07-04,Oxford/AstraZeneca,8860053
Argentina,2021-07-04,Pfizer/BioNTech,12
Argentina,2021-07-04,Sinopharm/Beijing,4991937
Argentina,2021-07-04,Sputnik V,9371617
Argentina,2021-07-05,CanSino,10
Argentina,2021-07-05,Moderna,8
Argentina,2021-07-05,Oxford/AstraZeneca,9120082
Argentina,2021-07-05,Pfizer/BioNTech,12
Argentina,2021-07-05,Sinopharm/Beijing,5051950
Argentina,2021-07-05,Sputnik V,9461160
Argentina,2021-07-06,CanSino,10
Argentina,2021-07-06,Moderna,8
Argentina,2021-07-06,Oxford/AstraZeneca,9356687
Argentina,2021-07-06,Pfizer/BioNTech,12
Argentina,2021-07-06,Sinopharm/Beijing,5113711
Argentina,2021-07-06,Sputnik V,9579444
Argentina,2021-07-07,CanSino,10
Argentina,2021-07-07,Moderna,8
Argentina,2021-07-07,Oxford/AstraZeneca,9583203
Argentina,2021-07-07,Pfizer/BioNTech,12
Argentina,2021-07-07,Sinopharm/Beijing,5160576
Argentina,2021-07-07,Sputnik V,9709928
Argentina,2021-07-08,CanSino,10
Argentina,2021-07-08,Moderna,9
Argentina,2021-07-08,Oxford/AstraZeneca,9715612
Argentina,2021-07-08,Pfizer/BioNTech,12
Argentina,2021-07-08,Sinopharm/Beijing,5268956
Argentina,2021-07-08,Sputnik V,9879424
Argentina,2021-07-09,CanSino,10
Argentina,2021-07-09,Moderna,11
Argentina,2021-07-09,Oxford/AstraZeneca,9778718
Argentina,2021-07-09,Pfizer/BioNTech,12
Argentina,2021-07-09,Sinopharm/Beijing,5380892
Argentina,2021-07-09,Sputnik V,10061739
Argentina,2021-07-10,CanSino,10
Argentina,2021-07-10,Moderna,15
Argentina,2021-07-10,Oxford/AstraZeneca,9850508
Argentina,2021-07-10,Pfizer/BioNTech,12
Argentina,2021-07-10,Sinopharm/Beijing,5540342
Argentina,2021-07-10,Sputnik V,10162213
Argentina,2021-07-11,CanSino,10
Argentina,2021-07-11,Moderna,17
Argentina,2021-07-11,Oxford/AstraZeneca,9902055
Argentina,2021-07-11,Pfizer/BioNTech,12
Argentina,2021-07-11,Sinopharm/Beijing,5605178
Argentina,2021-07-11,Sputnik V,10211330
Argentina,2021-07-12,CanSino,10
Argentina,2021-07-12,Moderna,17
Argentina,2021-07-12,Oxford/AstraZeneca,9989671
Argentina,2021-07-12,Pfizer/BioNTech,12
Argentina,2021-07-12,Sinopharm/Beijing,5782741
Argentina,2021-07-12,Sputnik V,10333063
Argentina,2021-07-13,CanSino,10
Argentina,2021-07-13,Moderna,17
Argentina,2021-07-13,Oxford/AstraZeneca,10069452
Argentina,2021-07-13,Pfizer/BioNTech,13
Argentina,2021-07-13,Sinopharm/Beijing,5953687
Argentina,2021-07-13,Sputnik V,10475727
Argentina,2021-07-14,CanSino,10
Argentina,2021-07-14,Moderna,17
Argentina,2021-07-14,Oxford/AstraZeneca,10138343
Argentina,2021-07-14,Pfizer/BioNTech,14
Argentina,2021-07-14,Sinopharm/Beijing,6154031
Argentina,2021-07-14,Sputnik V,10604616
Argentina,2021-07-15,CanSino,10
Argentina,2021-07-15,Moderna,17
Argentina,2021-07-15,Oxford/AstraZeneca,10200360
Argentina,2021-07-15,Pfizer/BioNTech,14
Argentina,2021-07-15,Sinopharm/Beijing,6368628
Argentina,2021-07-15,Sputnik V,10727701
Argentina,2021-07-16,CanSino,10
Argentina,2021-07-16,Moderna,17
Argentina,2021-07-16,Oxford/AstraZeneca,10253125
Argentina,2021-07-16,Pfizer/BioNTech,14
Argentina,2021-07-16,Sinopharm/Beijing,6628414
Argentina,2021-07-16,Sputnik V,10871178
Argentina,2021-07-17,CanSino,10
Argentina,2021-07-17,Moderna,17
Argentina,2021-07-17,Oxford/AstraZeneca,10293424
Argentina,2021-07-17,Pfizer/BioNTech,14
Argentina,2021-07-17,Sinopharm/Beijing,6802634
Argentina,2021-07-17,Sputnik V,10978939
Argentina,2021-07-18,CanSino,10
Argentina,2021-07-18,Moderna,17
Argentina,2021-07-18,Oxford/AstraZeneca,10335580
Argentina,2021-07-18,Pfizer/BioNTech,14
Argentina,2021-07-18,Sinopharm/Beijing,6890284
Argentina,2021-07-18,Sputnik V,11017221
Argentina,2021-07-19,CanSino,10
Argentina,2021-07-19,Moderna,18
Argentina,2021-07-19,Oxford/AstraZeneca,10416733
Argentina,2021-07-19,Pfizer/BioNTech,14
Argentina,2021-07-19,Sinopharm/Beijing,7156317
Argentina,2021-07-19,Sputnik V,11088491
Argentina,2021-07-20,CanSino,12
Argentina,2021-07-20,Moderna,29
Argentina,2021-07-20,Oxford/AstraZeneca,10485606
Argentina,2021-07-20,Pfizer/BioNTech,14
Argentina,2021-07-20,Sinopharm/Beijing,7349063
Argentina,2021-07-20,Sputnik V,11275087
Argentina,2021-07-21,CanSino,12
Argentina,2021-07-21,Moderna,35
Argentina,2021-07-21,Oxford/AstraZeneca,10552185
Argentina,2021-07-21,Pfizer/BioNTech,14
Argentina,2021-07-21,Sinopharm/Beijing,7613126
Argentina,2021-07-21,Sputnik V,11364107
Argentina,2021-07-22,CanSino,12
Argentina,2021-07-22,Moderna,37
Argentina,2021-07-22,Oxford/AstraZeneca,10613758
Argentina,2021-07-22,Pfizer/BioNTech,14
Argentina,2021-07-22,Sinopharm/Beijing,7895785
Argentina,2021-07-22,Sputnik V,11406461
Argentina,2021-07-23,CanSino,12
Argentina,2021-07-23,Moderna,40
Argentina,2021-07-23,Oxford/AstraZeneca,10688460
Argentina,2021-07-23,Pfizer/BioNTech,14
Argentina,2021-07-23,Sinopharm/Beijing,8201490
Argentina,2021-07-23,Sputnik V,11433390
Argentina,2021-07-24,CanSino,12
Argentina,2021-07-24,Moderna,42
Argentina,2021-07-24,Oxford/AstraZeneca,10749312
Argentina,2021-07-24,Pfizer/BioNTech,14
Argentina,2021-07-24,Sinopharm/Beijing,8360935
Argentina,2021-07-24,Sputnik V,11450544
Argentina,2021-07-25,CanSino,12
Argentina,2021-07-25,Moderna,59
Argentina,2021-07-25,Oxford/AstraZeneca,10760906
Argentina,2021-07-25,Pfizer/BioNTech,14
Argentina,2021-07-25,Sinopharm/Beijing,8474385
Argentina,2021-07-25,Sputnik V,11459293
Argentina,2021-07-26,CanSino,12
Argentina,2021-07-26,Moderna,63
Argentina,2021-07-26,Oxford/AstraZeneca,10864406
Argentina,2021-07-26,Pfizer/BioNTech,14
Argentina,2021-07-26,Sinopharm/Beijing,8751509
Argentina,2021-07-26,Sputnik V,11486138
Argentina,2021-07-27,CanSino,12
Argentina,2021-07-27,Moderna,90
Argentina,2021-07-27,Oxford/AstraZeneca,11034924
Argentina,2021-07-27,Pfizer/BioNTech,14
